epoch,lr-Adam,lr-Adam-1,step,train/{split}/disc_loss,train/{split}/logits_fake,train/{split}/logits_real
,4.5e-06,4.5e-06,0,,,
0,,,0,0.0,178.9008026123047,258.1329650878906
0,,,1,0.0,165.9345245361328,198.5625
0,,,2,0.0,158.55874633789062,222.08538818359375
0,,,3,0.0,175.220947265625,239.48272705078125
0,,,4,0.0,193.1468505859375,278.272216796875
0,,,5,0.0,138.60397338867188,234.6463623046875
0,,,6,0.0,191.24105834960938,250.603759765625
0,,,7,0.0,204.05856323242188,225.3452606201172
0,,,8,0.0,182.7325897216797,241.9799041748047
0,,,9,0.0,147.9044952392578,229.1490020751953
0,,,10,0.0,169.42076110839844,240.35906982421875
0,,,11,0.0,193.16506958007812,231.24742126464844
0,,,12,0.0,195.1049041748047,241.5314178466797
0,,,13,0.0,206.2225341796875,221.2633056640625
0,,,14,0.0,181.56527709960938,250.9730987548828
0,,,15,0.0,207.68202209472656,224.728515625
0,,,16,0.0,187.3396453857422,250.44863891601562
0,,,17,0.0,179.6328582763672,274.20953369140625
0,,,18,0.0,180.61314392089844,280.2707214355469
0,,,19,0.0,177.04660034179688,249.90118408203125
0,,,20,0.0,142.63211059570312,236.1631622314453
0,,,21,0.0,185.1046600341797,257.104248046875
0,,,22,0.0,165.9839630126953,274.4993896484375
0,,,23,0.0,185.4268798828125,220.3614959716797
0,,,24,0.0,175.197021484375,196.74185180664062
0,,,25,0.0,186.9500274658203,235.22386169433594
0,,,26,0.0,157.4100799560547,243.8282012939453
0,,,27,0.0,218.71212768554688,275.0184020996094
0,,,28,0.0,172.4152069091797,271.5357971191406
0,,,29,0.0,197.3484649658203,178.97744750976562
0,,,30,0.0,178.04733276367188,199.5399169921875
0,,,31,0.0,205.91873168945312,246.88551330566406
0,,,32,0.0,136.5026092529297,215.91404724121094
0,,,33,0.0,191.3399658203125,253.1363067626953
0,,,34,0.0,180.12353515625,208.48992919921875
0,,,35,0.0,137.9549102783203,210.9359130859375
0,,,36,0.0,226.26840209960938,241.5218963623047
0,,,37,0.0,167.76815795898438,271.59991455078125
0,,,38,0.0,209.43820190429688,295.631591796875
0,,,39,0.0,151.14512634277344,179.47332763671875
0,,,40,0.0,231.52789306640625,236.68218994140625
0,,,41,0.0,161.19775390625,236.49205017089844
0,,,42,0.0,206.39146423339844,234.9113311767578
0,,,43,0.0,166.3976287841797,272.3313903808594
0,,,44,0.0,211.5302276611328,254.1626739501953
0,,,45,0.0,172.38458251953125,200.11045837402344
0,,,46,0.0,167.17498779296875,261.1328125
0,,,47,0.0,160.6726531982422,209.25018310546875
0,,,48,0.0,141.26759338378906,237.5870819091797
0,,,49,0.0,173.11065673828125,265.23138427734375
0,,,50,0.0,177.8917694091797,269.10919189453125
0,,,51,0.0,197.29177856445312,264.6317138671875
0,,,52,0.0,185.75250244140625,162.8435516357422
0,,,53,0.0,175.68533325195312,288.8229675292969
0,,,54,0.0,180.18577575683594,233.4879608154297
0,,,55,0.0,208.32830810546875,259.352783203125
0,,,56,0.0,165.64297485351562,246.25990295410156
0,,,57,0.0,161.6414794921875,225.00840759277344
0,,,58,0.0,180.1602783203125,270.1373291015625
0,,,59,0.0,174.84181213378906,215.41763305664062
0,,,60,0.0,175.5372314453125,242.523193359375
0,,,61,0.0,177.38778686523438,277.1914367675781
0,,,62,0.0,185.0827178955078,238.51504516601562
0,,,63,0.0,174.8939971923828,242.94320678710938
0,,,64,0.0,181.09494018554688,264.2098388671875
0,,,65,0.0,178.42225646972656,257.57281494140625
0,,,66,0.0,209.37271118164062,226.82632446289062
0,,,67,0.0,175.68548583984375,244.28004455566406
0,,,68,0.0,124.95523071289062,212.1173553466797
0,,,69,0.0,177.944091796875,247.83087158203125
0,,,70,0.0,142.43482971191406,243.86270141601562
0,,,71,0.0,172.2814483642578,262.0763854980469
0,,,72,0.0,191.29049682617188,246.97906494140625
0,,,73,0.0,193.12985229492188,234.71304321289062
0,,,74,0.0,179.03167724609375,231.91844177246094
0,,,75,0.0,202.4318389892578,267.7433776855469
0,,,76,0.0,148.11024475097656,277.15673828125
0,,,77,0.0,193.81314086914062,254.18380737304688
0,,,78,0.0,187.92474365234375,251.60589599609375
0,,,79,0.0,197.764404296875,236.4040985107422
0,,,80,0.0,195.6790313720703,277.4233703613281
0,,,81,0.0,171.0891876220703,240.5032196044922
0,,,82,0.0,179.5972900390625,268.9637451171875
0,,,83,0.0,142.968505859375,245.6452178955078
