epoch,lr-Adam,lr-Adam-1,step,tran/train/disc_loss,tran/train/logits_fake,tran/train/logits_real
,4.5e-06,4.5e-06,0,,,
0,,,0,0.0,104.46075439453125,113.43108367919922
0,,,1,0.0,103.59529113769531,148.43893432617188
0,,,2,0.0,100.8094253540039,128.3300018310547
0,,,3,0.0,104.53449249267578,116.68367004394531
0,,,4,0.0,105.75739288330078,132.28366088867188
0,,,5,0.0,95.10466003417969,127.39047241210938
0,,,6,0.0,109.15330505371094,127.2906723022461
0,,,7,0.0,105.07388305664062,135.95230102539062
0,,,8,0.0,106.9866714477539,124.5757064819336
0,,,9,0.0,114.81806945800781,133.3576202392578
0,,,10,0.0,106.66498565673828,135.16014099121094
0,,,11,0.0,112.16305541992188,127.61409759521484
0,,,12,0.0,107.2740707397461,139.49667358398438
0,,,13,0.0,93.14573669433594,122.25564575195312
0,,,14,0.0,95.1416244506836,111.12982940673828
0,,,15,0.0,100.7411117553711,132.3139190673828
0,,,16,0.0,105.90786743164062,143.0095672607422
0,,,17,0.0,110.36903381347656,134.86280822753906
0,,,18,0.0,112.59033966064453,122.20127868652344
0,,,19,0.0,105.81481170654297,114.04289245605469
0,,,20,0.0,106.39280700683594,134.72430419921875
0,,,21,0.0,98.1312026977539,114.60926055908203
0,,,22,0.0,111.74649047851562,117.18135070800781
0,,,23,0.0,111.12643432617188,120.74864196777344
0,,,24,0.0,112.71566772460938,141.2989044189453
0,,,25,0.0,106.8311538696289,133.74488830566406
0,,,26,0.0,114.16156768798828,135.0095672607422
0,,,27,0.0,109.51915740966797,112.93988800048828
0,,,28,0.0,111.44786834716797,143.31312561035156
0,,,29,0.0,110.24878692626953,130.30335998535156
0,,,30,0.0,105.73231506347656,137.56166076660156
0,,,31,0.0,105.22050476074219,122.51971435546875
0,,,32,0.0,109.32487487792969,130.59471130371094
0,,,33,0.0,114.76883697509766,115.08885955810547
0,,,34,0.0,113.11937713623047,132.75643920898438
0,,,35,0.0,110.58356475830078,135.062255859375
0,,,36,0.0,107.53545379638672,136.30221557617188
0,,,37,0.0,103.63146209716797,99.13206481933594
0,,,38,0.0,111.31292724609375,128.91928100585938
0,,,39,0.0,108.5220718383789,132.91641235351562
0,,,40,0.0,112.86006164550781,140.30882263183594
0,,,41,0.0,102.8906021118164,131.49656677246094
0,,,42,0.0,107.68563842773438,99.29273986816406
0,,,43,0.0,99.31233215332031,103.59796142578125
0,,,44,0.0,97.40029907226562,85.19883728027344
0,,,45,0.0,105.44461059570312,125.71522521972656
0,,,46,0.0,108.70452117919922,116.3045883178711
0,,,47,0.0,104.24442291259766,103.61317443847656
0,,,48,0.0,111.8681411743164,130.05430603027344
0,,,49,0.0,114.9308090209961,116.65444946289062
0,,,50,0.0,111.29531860351562,114.84874725341797
0,,,51,0.0,116.99810028076172,118.55419921875
0,,,52,0.0,105.70942687988281,109.8505859375
0,,,53,0.0,95.31465911865234,107.56305694580078
0,,,54,0.0,102.43529510498047,120.40689849853516
0,,,55,0.0,106.56643676757812,130.38623046875
0,,,56,0.0,115.24825286865234,117.65142822265625
0,,,57,0.0,106.32281494140625,99.29131317138672
0,,,58,0.0,105.32198333740234,121.2745361328125
0,,,59,0.0,114.60041046142578,120.34333038330078
0,,,60,0.0,105.7249526977539,127.14830780029297
0,,,61,0.0,101.56254577636719,129.2740478515625
0,,,62,0.0,104.31783294677734,122.62345123291016
0,,,63,0.0,108.97075653076172,119.882568359375
0,,,64,0.0,112.81608581542969,122.68187713623047
0,,,65,0.0,100.66471099853516,110.29866027832031
0,,,66,0.0,107.13042449951172,134.89898681640625
0,,,67,0.0,102.6949691772461,133.36248779296875
0,,,68,0.0,106.52384185791016,122.5346450805664
0,,,69,0.0,100.8359375,99.28440856933594
0,,,70,0.0,106.48802185058594,120.1305160522461
0,,,71,0.0,108.77828216552734,131.5067901611328
0,,,72,0.0,103.0454330444336,124.01824951171875
0,,,73,0.0,97.81015014648438,125.38704681396484
0,,,74,0.0,114.62297821044922,126.75676727294922
0,,,75,0.0,106.91674041748047,139.63287353515625
0,,,76,0.0,110.42953491210938,129.02468872070312
0,,,77,0.0,107.649169921875,129.58663940429688
0,,,78,0.0,103.09407806396484,133.25830078125
0,,,79,0.0,100.34761047363281,115.49419403076172
0,,,80,0.0,102.29969024658203,95.6600341796875
0,,,81,0.0,102.48438262939453,102.88538360595703
0,,,82,0.0,105.43569946289062,81.58963012695312
0,,,83,0.0,100.3025894165039,128.56661987304688
0,,,84,0.0,104.14353942871094,118.38939666748047
0,,,85,0.0,109.95455169677734,108.95685577392578
0,,,86,0.0,102.39788055419922,128.45205688476562
0,,,87,0.0,100.50613403320312,95.14498138427734
0,,,88,0.0,115.00655364990234,132.7089080810547
0,,,89,0.0,105.53104400634766,129.9495086669922
0,,,90,0.0,92.85414123535156,99.4460220336914
0,,,91,0.0,109.6817855834961,141.0839080810547
0,,,92,0.0,112.25772857666016,131.43984985351562
0,,,93,0.0,108.6200942993164,111.20777893066406
0,,,94,0.0,100.79193878173828,124.01930236816406
0,,,95,0.0,106.96546173095703,143.30038452148438
0,,,96,0.0,115.50492858886719,124.216796875
0,,,97,0.0,106.59979248046875,105.53543090820312
0,,,98,0.0,105.4078140258789,133.53866577148438
0,,,99,0.0,108.0712661743164,144.86605834960938
0,,,100,0.0,107.12538146972656,127.23165130615234
0,,,101,0.0,112.41091918945312,124.70792388916016
0,,,102,0.0,108.86204528808594,121.7328109741211
0,,,103,0.0,111.99795532226562,128.5942840576172
0,,,104,0.0,111.03260803222656,123.08184814453125
0,,,105,0.0,105.19701385498047,129.8507080078125
0,,,106,0.0,102.73486328125,120.92027282714844
0,,,107,0.0,109.19270324707031,116.58768463134766
0,,,108,0.0,103.8257827758789,131.06240844726562
0,,,109,0.0,110.4067611694336,131.76731872558594
0,,,110,0.0,108.03890991210938,123.46511840820312
0,,,111,0.0,94.16968536376953,125.87830352783203
