epoch,lr-Adam,lr-Adam-1,step,tran/train/disc_loss,tran/train/logits_fake,tran/train/logits_real
0,,,48,0.0,110.95329284667969,125.28909301757812
0,,,49,0.0,117.31443786621094,117.03003692626953
0,,,50,0.0,125.58525085449219,124.89945220947266
0,,,51,0.0,115.99784088134766,131.117919921875
0,,,52,0.0,106.49224090576172,129.07760620117188
0,,,53,0.0,116.70635986328125,124.1294937133789
0,,,54,0.0,123.08592224121094,127.34453582763672
0,,,55,0.0,109.43777465820312,112.07162475585938
0,,,56,0.0,120.61052703857422,151.55633544921875
0,,,57,0.0,107.03130340576172,125.31390380859375
0,,,58,0.0,126.28849792480469,141.832275390625
0,,,59,0.0,109.98365020751953,129.82162475585938
0,,,60,0.0,125.49127197265625,111.45967102050781
0,,,61,0.0,116.33760070800781,125.16558837890625
0,,,62,0.0,118.6888198852539,132.46563720703125
0,,,63,0.0,125.79090118408203,133.37159729003906
0,,,64,0.0,110.10884094238281,129.8795166015625
0,,,65,0.0,119.23431396484375,118.17403411865234
0,,,66,0.0,117.6065902709961,126.91121673583984
0,,,67,0.0,116.56554412841797,130.9989471435547
0,,,68,0.0,125.33705139160156,128.45870971679688
0,,,69,0.0,118.46997833251953,103.50769805908203
0,,,70,0.0,125.3297119140625,124.00928497314453
0,,,71,0.0,117.12818145751953,123.60448455810547
0,,,72,0.0,119.36457061767578,102.67362213134766
0,,,73,0.0,120.00029754638672,126.15885925292969
0,,,74,0.0,121.62094116210938,123.47456359863281
0,,,75,0.0,116.87039184570312,139.59877014160156
0,,,76,0.0,121.45452880859375,125.53058624267578
0,,,77,0.0,123.53184509277344,131.1928253173828
0,,,78,0.0,103.4898452758789,145.2633056640625
0,,,79,0.0,114.59687805175781,145.1257781982422
0,,,80,0.0,114.23786926269531,145.35855102539062
0,,,81,0.0,113.5579833984375,131.8101348876953
0,,,82,0.0,114.11224365234375,137.87420654296875
0,,,83,0.0,106.0123291015625,134.93499755859375
0,,,84,0.0,123.13619232177734,116.19078826904297
0,,,85,0.0,113.62755584716797,117.38465118408203
0,,,86,0.0,106.30037689208984,109.0530776977539
0,,,87,0.0,105.7039794921875,129.32102966308594
0,,,88,0.0,116.66183471679688,132.01065063476562
0,,,89,0.0,115.61835479736328,129.375732421875
0,,,90,0.0,108.3177261352539,106.45040130615234
0,,,91,0.0,114.4305191040039,127.27332305908203
0,,,92,0.0,129.40628051757812,101.4212646484375
0,,,93,0.0,107.50465393066406,110.252197265625
0,,,94,0.0,118.08544921875,130.12364196777344
0,,,95,0.0,124.5535659790039,140.20298767089844
0,,,96,0.0,124.74143981933594,110.70336151123047
0,,,97,0.0,114.68006134033203,116.61080932617188
0,,,98,0.0,120.22782897949219,120.33831787109375
0,,,99,0.0,115.89360046386719,129.58416748046875
0,,,100,0.0,111.46208953857422,109.06561279296875
0,,,101,0.0,123.99160766601562,109.67996215820312
0,,,102,0.0,126.0372314453125,131.167236328125
0,,,103,0.0,118.4021987915039,115.0245361328125
0,,,104,0.0,117.81317901611328,105.39553833007812
0,,,105,0.0,109.3606948852539,119.55953979492188
0,,,106,0.0,125.54691314697266,119.28799438476562
0,,,107,0.0,122.00289154052734,106.94251251220703
0,,,108,0.0,111.24930572509766,116.90689086914062
0,,,109,0.0,117.08495330810547,132.29855346679688
0,,,110,0.0,105.44451141357422,142.2805633544922
0,,,111,0.0,113.61051177978516,115.79949951171875
0,,,112,0.0,113.53881072998047,130.69143676757812
0,,,113,0.0,110.04629516601562,119.02247619628906
0,,,114,0.0,108.54475402832031,107.86759185791016
0,,,115,0.0,112.27940368652344,110.97013854980469
0,,,116,0.0,122.84308624267578,127.68035125732422
0,,,117,0.0,116.01979064941406,123.07673645019531
0,,,118,0.0,128.04420471191406,128.7609100341797
0,,,119,0.0,111.47308349609375,138.9837188720703
0,,,120,0.0,117.73605346679688,119.65801239013672
0,,,121,0.0,120.09485626220703,126.02961730957031
0,,,122,0.0,119.7628173828125,134.40185546875
0,,,123,0.0,99.35694122314453,129.7874298095703
0,,,124,0.0,122.09874725341797,130.5845184326172
0,,,125,0.0,112.51017761230469,126.22480010986328
0,,,126,0.0,116.63062286376953,119.50462341308594
0,,,127,0.0,127.40959167480469,134.22015380859375
0,,,128,0.0,108.68897247314453,116.72374725341797
0,,,129,0.0,117.54810333251953,115.92402648925781
0,,,130,0.0,118.65191650390625,128.26124572753906
0,,,131,0.0,123.17229461669922,150.80474853515625
