epoch,lr-Adam,lr-Adam-1,step,train/{split}/disc_loss,train/{split}/logits_fake,train/{split}/logits_real
,4.5e-06,4.5e-06,0,,,
0,,,0,0.0,228.421875,219.60658264160156
0,,,1,0.0,222.55519104003906,286.96575927734375
0,,,2,0.0,248.2631378173828,222.27716064453125
0,,,3,0.0,222.71145629882812,226.2047576904297
0,,,4,0.0,211.77670288085938,246.5824737548828
0,,,5,0.0,218.3643798828125,241.4325408935547
0,,,6,0.0,208.6953125,237.9872589111328
0,,,7,0.0,242.77487182617188,289.3420104980469
0,,,8,0.0,207.18252563476562,209.03335571289062
0,,,9,0.0,206.86624145507812,222.88583374023438
0,,,10,0.0,245.39796447753906,218.68716430664062
0,,,11,0.0,234.09783935546875,235.066162109375
0,,,12,0.0,234.1680450439453,246.0548553466797
0,,,13,0.0,229.83348083496094,227.4122314453125
0,,,14,0.0,213.52818298339844,253.90553283691406
0,,,15,0.0,220.39431762695312,270.94384765625
0,,,16,0.0,239.40245056152344,226.65663146972656
0,,,17,0.0,222.5417022705078,232.22535705566406
0,,,18,0.0,221.8509063720703,219.1957550048828
0,,,19,0.0,211.6170196533203,248.04559326171875
0,,,20,0.0,234.68063354492188,183.26202392578125
0,,,21,0.0,250.07098388671875,242.4014129638672
0,,,22,0.0,234.29531860351562,259.5120544433594
0,,,23,0.0,237.8507537841797,258.8416748046875
0,,,24,0.0,237.9637908935547,248.765380859375
0,,,25,0.0,245.1818084716797,216.70921325683594
0,,,26,0.0,227.04493713378906,224.56900024414062
0,,,27,0.0,222.94580078125,235.60223388671875
0,,,28,0.0,232.06796264648438,218.5404052734375
0,,,29,0.0,218.37725830078125,244.7862548828125
0,,,30,0.0,234.9248046875,213.99256896972656
0,,,31,0.0,248.11376953125,266.6395263671875
0,,,32,0.0,237.78118896484375,208.6143798828125
0,,,33,0.0,243.70555114746094,261.683349609375
0,,,34,0.0,255.98692321777344,254.82730102539062
0,,,35,0.0,238.29518127441406,231.61573791503906
0,,,36,0.0,228.21871948242188,221.07472229003906
0,,,37,0.0,218.03640747070312,208.73483276367188
