epoch,lr-Adam,lr-Adam-1,step,tran/train/disc_loss,tran/train/logits_fake,tran/train/logits_real
,4.5e-06,4.5e-06,0,,,
0,,,0,0.0,122.53508758544922,123.33619689941406
0,,,1,0.0,116.98165130615234,142.68600463867188
0,,,2,0.0,120.50321197509766,147.48739624023438
0,,,3,0.0,120.74065399169922,132.0679931640625
0,,,4,0.0,114.570556640625,114.00943756103516
0,,,5,0.0,111.02969360351562,136.00502014160156
0,,,6,0.0,106.07843017578125,131.5558624267578
0,,,7,0.0,109.5313949584961,124.79008483886719
0,,,8,0.0,119.09890747070312,134.20477294921875
0,,,9,0.0,101.82442474365234,113.27517700195312
0,,,10,0.0,120.06153106689453,123.32884979248047
0,,,11,0.0,119.6865005493164,127.59000396728516
0,,,12,0.0,108.44659423828125,110.14103698730469
0,,,13,0.0,107.54073333740234,120.74168395996094
0,,,14,0.0,114.8430404663086,108.60648345947266
0,,,15,0.0,113.70207214355469,117.6128921508789
0,,,16,0.0,111.78334045410156,123.43233489990234
0,,,17,0.0,110.281982421875,98.2585678100586
0,,,18,0.0,117.38045501708984,120.84636688232422
0,,,19,0.0,120.12105560302734,135.12815856933594
0,,,20,0.0,115.98954772949219,106.22501373291016
0,,,21,0.0,102.04096221923828,129.74781799316406
0,,,22,0.0,115.90357208251953,132.80621337890625
0,,,23,0.0,122.52133178710938,126.60285949707031
0,,,24,0.0,121.84722137451172,114.44803619384766
0,,,25,0.0,117.86931610107422,132.58392333984375
0,,,26,0.0,121.14773559570312,141.57891845703125
0,,,27,0.0,117.7950210571289,132.46923828125
0,,,28,0.0,109.74549865722656,114.84040832519531
0,,,29,0.0,102.36173248291016,113.40338897705078
0,,,30,0.0,112.23998260498047,148.29864501953125
0,,,31,0.0,118.47108459472656,120.76788330078125
0,,,32,0.0,113.74916076660156,130.71514892578125
0,,,33,0.0,104.1471176147461,139.34996032714844
0,,,34,0.0,118.12910461425781,111.4275894165039
0,,,35,0.0,127.31513214111328,132.78341674804688
0,,,36,0.0,108.82361602783203,132.03419494628906
0,,,37,0.0,115.6269760131836,123.53703308105469
0,,,38,0.0,112.13516998291016,119.21249389648438
0,,,39,0.0,106.08767700195312,116.4664306640625
0,,,40,0.0,119.26732635498047,131.5372772216797
0,,,41,0.0,105.23153686523438,133.19078063964844
0,,,42,0.0,115.28431701660156,138.1132049560547
0,,,43,0.0,113.1655502319336,117.74279022216797
0,,,44,0.0,100.88630676269531,125.90469360351562
0,,,45,0.0,115.62747955322266,116.22823333740234
0,,,46,0.0,107.59956359863281,123.71532440185547
0,,,47,0.0,109.55391693115234,135.03314208984375
0,,,48,0.0,107.3087158203125,139.1494903564453
0,,,49,0.0,111.2109603881836,147.19517517089844
0,,,50,0.0,121.64041137695312,136.8936309814453
0,,,51,0.0,109.07501220703125,116.20785522460938
0,,,52,0.0,103.56171417236328,101.57965850830078
0,,,53,0.0,119.7392578125,130.4552764892578
0,,,54,0.0,111.2464370727539,123.42012023925781
0,,,55,0.0,112.36788177490234,118.61968994140625
0,,,56,0.0,120.12264251708984,96.70103454589844
0,,,57,0.0,115.6966323852539,135.0199737548828
0,,,58,0.0,122.88090515136719,106.55995178222656
0,,,59,0.0,125.80179595947266,124.58648681640625
0,,,60,0.0,103.53299713134766,116.86601257324219
0,,,61,0.0,111.7998046875,102.72584533691406
0,,,62,0.0,113.1590347290039,146.07296752929688
0,,,63,0.0,110.84140014648438,103.85770416259766
0,,,64,0.0,111.96341705322266,115.37622833251953
0,,,65,0.0,118.50169372558594,125.93248748779297
0,,,66,0.0,110.39602661132812,108.39645385742188
0,,,67,0.0,120.01795959472656,133.58065795898438
0,,,68,0.0,120.4371337890625,117.28401947021484
0,,,69,0.0,109.11891174316406,124.09745025634766
0,,,70,0.0,121.53414916992188,135.5462646484375
0,,,71,0.0,117.42877197265625,140.3676300048828
0,,,72,0.0,112.09226989746094,142.4105682373047
0,,,73,0.0,109.14143371582031,120.88580322265625
0,,,74,0.0,105.61465454101562,98.71046447753906
0,,,75,0.0,117.85572052001953,112.38642883300781
0,,,76,0.0,110.71228790283203,120.3568344116211
0,,,77,0.0,119.94772338867188,112.03242492675781
0,,,78,0.0,114.78236389160156,121.19090270996094
0,,,79,0.0,109.91902923583984,104.80500030517578
0,,,80,0.0,118.61176300048828,137.79237365722656
0,,,81,0.0,112.11077880859375,150.0918426513672
0,,,82,0.0,116.86820220947266,116.40245819091797
0,,,83,0.0,111.37023162841797,126.36648559570312
0,,,84,0.0,103.19630432128906,132.10377502441406
0,,,85,0.0,103.25920104980469,125.5683364868164
0,,,86,0.0,111.2531509399414,130.1676483154297
0,,,87,0.0,109.10578918457031,100.46800231933594
0,,,88,0.0,112.31365203857422,123.75328826904297
0,,,89,0.0,122.33712005615234,132.36245727539062
0,,,90,0.0,112.51469421386719,106.28771209716797
0,,,91,0.0,114.48678588867188,126.90853118896484
0,,,92,0.0,111.00499725341797,79.51431274414062
0,,,93,0.0,100.3906478881836,130.84066772460938
0,,,94,0.0,105.4797134399414,123.6964340209961
0,,,95,0.0,111.97480773925781,128.4318389892578
0,,,96,0.0,104.42440032958984,125.64871215820312
0,,,97,0.0,118.22264099121094,115.11833953857422
0,,,98,0.0,104.35952758789062,142.02569580078125
0,,,99,0.0,102.50801849365234,122.5349349975586
0,,,100,0.0,112.92008972167969,120.07909393310547
0,,,101,0.0,112.52234649658203,134.45706176757812
0,,,102,0.0,105.37187194824219,144.86758422851562
0,,,103,0.0,108.49641418457031,114.95050048828125
0,,,104,0.0,124.62713623046875,123.36089324951172
0,,,105,0.0,102.2607650756836,88.12367248535156
0,,,106,0.0,111.1697006225586,132.17892456054688
0,,,107,0.0,115.50748443603516,134.7974395751953
0,,,108,0.0,115.67107391357422,120.40293884277344
0,,,109,0.0,105.78695678710938,144.32479858398438
0,,,110,0.0,120.1392593383789,126.24665069580078
0,,,111,0.0,115.73162841796875,109.74673461914062
0,,,112,0.0,108.84158325195312,128.97671508789062
0,,,113,0.0,113.87384796142578,132.62567138671875
0,,,114,0.0,119.87853240966797,114.35615539550781
0,,,115,0.0,105.8304214477539,128.4274444580078
0,,,116,0.0,104.64506530761719,107.10187530517578
0,,,117,0.0,114.55281829833984,130.4397430419922
0,,,118,0.0,115.26692962646484,118.40467834472656
0,,,119,0.0,119.16194915771484,129.45916748046875
0,,,120,0.0,111.15391540527344,149.65589904785156
0,,,121,0.0,118.88031768798828,122.0374984741211
0,,,122,0.0,112.40916442871094,131.27590942382812
0,,,123,0.0,110.18768310546875,127.15703582763672
0,,,124,0.0,107.39103698730469,125.4782485961914
0,,,125,0.0,110.21672058105469,121.03195190429688
0,,,126,0.0,103.46589660644531,121.54484558105469
0,,,127,0.0,120.14692687988281,142.428466796875
0,,,128,0.0,105.97276306152344,120.88521575927734
0,,,129,0.0,108.21013641357422,109.1356201171875
0,,,130,0.0,108.66545867919922,135.45745849609375
0,,,131,0.0,124.42176818847656,132.95933532714844
