epoch,lr-Adam,lr-Adam-1,step,train/{split}/disc_loss,train/{split}/logits_fake,train/{split}/logits_real
,4.5e-06,4.5e-06,0,,,
0,,,0,0.0,293.1988525390625,256.8734130859375
0,,,1,0.0,292.66705322265625,248.76771545410156
0,,,2,0.0,307.7095642089844,234.60975646972656
0,,,3,0.0,280.25579833984375,239.65365600585938
0,,,4,0.0,270.49298095703125,278.1977844238281
0,,,5,0.0,281.4340515136719,255.51052856445312
0,,,6,0.0,281.0958251953125,191.7002410888672
0,,,7,0.0,259.8753662109375,238.00579833984375
0,,,8,0.0,310.491943359375,283.0873107910156
0,,,9,0.0,290.82562255859375,269.39654541015625
0,,,10,0.0,274.35198974609375,238.62908935546875
0,,,11,0.0,288.0198974609375,243.03045654296875
0,,,12,0.0,287.323974609375,251.82920837402344
0,,,13,0.0,298.977294921875,218.90557861328125
0,,,14,0.0,317.5959777832031,239.7292938232422
0,,,15,0.0,275.80633544921875,248.34561157226562
0,,,16,0.0,284.7915954589844,254.64585876464844
0,,,17,0.0,289.9718017578125,256.614013671875
0,,,18,0.0,249.584716796875,253.1410369873047
0,,,19,0.0,304.0186767578125,223.06588745117188
0,,,20,0.0,277.1673583984375,250.90309143066406
0,,,21,0.0,299.6366882324219,275.8815002441406
0,,,22,0.0,269.7149353027344,244.27587890625
0,,,23,0.0,257.6921691894531,254.69068908691406
0,,,24,0.0,283.79180908203125,188.62033081054688
0,,,25,0.0,278.3818664550781,244.11582946777344
0,,,26,0.0,272.66650390625,193.59278869628906
0,,,27,0.0,292.3040771484375,216.7421417236328
0,,,28,0.0,309.15350341796875,215.8852996826172
0,,,29,0.0,271.4621887207031,278.5988464355469
0,,,30,0.0,276.4608459472656,198.41062927246094
0,,,31,0.0,292.683349609375,200.89596557617188
0,,,32,0.0,244.2372283935547,275.87384033203125
0,,,33,0.0,262.0495300292969,280.8907775878906
0,,,34,0.0,276.4465637207031,241.07431030273438
0,,,35,0.0,307.2721252441406,206.19021606445312
0,,,36,0.0,278.8758850097656,222.677978515625
0,,,37,0.0,304.96929931640625,224.50982666015625
0,,,38,0.0,287.18359375,262.2274169921875
0,,,39,0.0,292.975341796875,269.59423828125
0,,,40,0.0,247.74993896484375,244.0066375732422
0,,,41,0.0,293.98406982421875,205.41265869140625
0,,,42,0.0,298.05731201171875,237.93917846679688
0,,,43,0.0,250.7664337158203,269.8370056152344
0,,,44,0.0,290.5471496582031,224.83839416503906
0,,,45,0.0,291.8412780761719,241.00146484375
0,,,46,0.0,291.19024658203125,287.2243347167969
0,,,47,0.0,310.21868896484375,245.60292053222656
0,,,48,0.0,284.3460693359375,240.766845703125
0,,,49,0.0,274.8339538574219,232.53297424316406
0,,,50,0.0,277.53533935546875,270.7919006347656
0,,,51,0.0,282.1931457519531,181.2493896484375
0,,,52,0.0,278.8305358886719,267.624755859375
0,,,53,0.0,308.0863342285156,240.7483673095703
0,,,54,0.0,314.7032165527344,239.9672088623047
0,,,55,0.0,299.30145263671875,253.65447998046875
0,,,56,0.0,301.1348571777344,206.21514892578125
0,,,57,0.0,289.59912109375,229.81497192382812
0,,,58,0.0,291.5704345703125,274.6051330566406
0,,,59,0.0,270.92510986328125,195.0387725830078
0,,,60,0.0,283.1305847167969,178.37896728515625
