epoch,lr-Adam,lr-Adam-1,step,train/disc_loss,train/logits_fake,train/logits_real,val/aeloss,val/rec_loss,val/total_loss,val_ema/aeloss,val_ema/rec_loss,val_ema/total_loss
,4.5e-06,4.5e-06,0,,,,,,,,,
0,,,0,0.0,115.76557159423828,136.25048828125,,,,,,
0,,,1,0.0,118.67024230957031,132.60354614257812,,,,,,
0,,,2,0.0,112.92156982421875,152.2063446044922,,,,,,
0,,,3,0.0,116.17398834228516,139.41549682617188,,,,,,
0,,,4,0.0,92.85612487792969,139.0887451171875,,,,,,
0,,,5,0.0,119.93904113769531,127.99129486083984,,,,,,
0,,,6,0.0,124.0804214477539,119.04097747802734,,,,,,
0,,,7,0.0,115.10543060302734,134.37245178222656,,,,,,
0,,,8,0.0,120.7664566040039,124.60287475585938,,,,,,
0,,,9,0.0,107.93507385253906,143.85853576660156,,,,,,
0,,,10,0.0,120.85893249511719,137.76223754882812,,,,,,
0,,,11,0.0,118.97857666015625,150.5052490234375,,,,,,
0,,,12,0.0,115.0009994506836,132.79901123046875,,,,,,
0,,,13,0.0,115.43844604492188,122.75196838378906,,,,,,
0,,,14,0.0,115.73088836669922,108.49160766601562,,,,,,
0,,,15,0.0,121.74730682373047,154.278076171875,,,,,,
0,,,16,0.0,117.65421295166016,107.14115905761719,,,,,,
0,,,17,0.0,120.25779724121094,121.62606811523438,,,,,,
0,,,18,0.0,123.42967224121094,138.47842407226562,,,,,,
0,,,19,0.0,111.30290985107422,89.17681121826172,,,,,,
0,,,20,0.0,112.2428970336914,130.1170196533203,,,,,,
0,,,21,0.0,115.96533203125,126.7828369140625,,,,,,
0,,,22,0.0,120.12963104248047,128.6544189453125,,,,,,
0,,,23,0.0,119.9715805053711,141.40243530273438,,,,,,
0,,,24,0.0,120.90814208984375,138.15792846679688,,,,,,
0,,,25,0.0,121.95703887939453,146.65676879882812,,,,,,
0,,,26,0.0,123.86100769042969,114.3686752319336,,,,,,
0,,,27,0.0,113.720947265625,97.38536071777344,,,,,,
0,,,28,0.0,110.18233489990234,148.8692626953125,,,,,,
0,,,29,0.0,117.09344482421875,110.95560455322266,,,,,,
0,,,30,0.0,108.80154418945312,122.20740509033203,,,,,,
0,,,31,0.0,104.07152557373047,123.76803588867188,,,,,,
0,,,32,0.0,133.39157104492188,82.80667877197266,,,,,,
0,,,33,0.0,120.40629577636719,153.151123046875,,,,,,
0,,,34,0.0,112.7162857055664,127.50784301757812,,,,,,
0,,,35,0.0,113.65886688232422,97.80726623535156,,,,,,
0,,,36,0.0,115.5269775390625,130.54835510253906,,,,,,
0,,,37,0.0,117.68289947509766,128.28402709960938,,,,,,
0,,,38,0.0,116.64064025878906,133.82412719726562,,,,,,
0,,,39,0.0,119.71099853515625,129.5142364501953,,,,,,
0,,,40,0.0,121.44041442871094,139.50881958007812,,,,,,
0,,,41,0.0,130.85763549804688,120.10433197021484,,,,,,
0,,,42,0.0,122.9637680053711,102.50899505615234,,,,,,
0,,,43,0.0,127.80685424804688,123.67118072509766,,,,,,
0,,,44,0.0,131.3482208251953,119.07572174072266,,,,,,
0,,,45,0.0,108.51934814453125,119.880615234375,,,,,,
0,,,46,0.0,116.76925659179688,85.77852630615234,,,,,,
0,,,47,0.0,136.1997833251953,132.8564910888672,,,,,,
0,,,48,0.0,119.78675842285156,147.82177734375,,,,,,
0,,,49,0.0,123.48451232910156,133.2920684814453,,,,,,
0,,,50,0.0,110.73468780517578,137.02423095703125,,,,,,
0,,,51,0.0,115.7965316772461,149.5292205810547,,,,,,
0,,,52,0.0,123.32981872558594,140.0363311767578,,,,,,
0,,,53,0.0,116.77796173095703,144.0512237548828,,,,,,
0,,,54,0.0,114.40360260009766,139.5603790283203,,,,,,
0,,,55,0.0,120.4085693359375,130.88951110839844,,,,,,
0,,,56,0.0,107.67256927490234,136.90933227539062,,,,,,
0,,,57,0.0,128.57473754882812,134.8716583251953,,,,,,
0,,,58,0.0,124.162841796875,143.81793212890625,,,,,,
0,,,59,0.0,125.8393325805664,138.01779174804688,,,,,,
0,,,60,0.0,104.50605010986328,136.57763671875,,,,,,
0,,,61,0.0,116.98104858398438,137.90631103515625,,,,,,
0,,,62,0.0,129.13485717773438,116.54267120361328,,,,,,
0,,,63,0.0,112.81548309326172,150.1688995361328,,,,,,
0,,,64,0.0,123.59529113769531,140.5055389404297,,,,,,
0,,,65,0.0,109.31147766113281,145.87301635742188,,,,,,
