epoch,lr-Adam,lr-Adam-1,step,train/{split}/disc_loss,train/{split}/logits_fake,train/{split}/logits_real
3,,,429,0.0,183.0442352294922,257.1968994140625
3,,,439,0.0,211.29197692871094,234.1702880859375
3,,,449,0.0,210.30760192871094,254.87646484375
3,,,459,0.0,180.6375732421875,226.15701293945312
3,,,469,0.0,222.17855834960938,260.53338623046875
3,,,479,0.0,200.0549774169922,254.36004638671875
3,,,489,0.0,231.4474334716797,266.7330322265625
3,,,499,0.0,223.41680908203125,223.3879852294922
3,,,509,0.0,216.11184692382812,271.4945983886719
3,,,519,0.0,228.1942138671875,236.939453125
,4.5e-06,4.5e-06,528,,,
4,,,529,0.0,169.47862243652344,213.36517333984375
4,,,539,0.0,219.34036254882812,235.44442749023438
4,,,549,0.0,197.8115997314453,198.84312438964844
4,,,559,0.0,230.68521118164062,233.61778259277344
4,,,569,0.0,215.586669921875,216.28370666503906
4,,,579,0.0,226.4674835205078,220.0415496826172
4,,,589,0.0,194.4674835205078,282.5193176269531
4,,,599,0.0,212.18524169921875,255.36334228515625
4,,,609,0.0,213.5615997314453,186.10826110839844
4,,,619,0.0,199.86058044433594,242.3140411376953
4,,,629,0.0,245.6484375,260.62005615234375
4,,,639,0.0,198.63751220703125,225.79226684570312
4,,,649,0.0,210.73558044433594,255.7405242919922
4,,,659,0.0,227.42233276367188,238.5863494873047
,4.5e-06,4.5e-06,660,,,
5,,,669,0.0,175.55325317382812,201.62185668945312
5,,,679,0.0,219.43458557128906,272.2196350097656
5,,,689,0.0,190.0511474609375,222.8926544189453
5,,,699,0.0,175.03750610351562,172.8514404296875
5,,,709,0.0,206.95713806152344,231.15505981445312
5,,,719,0.0,223.43069458007812,262.8792724609375
5,,,729,0.0,209.24139404296875,246.92483520507812
5,,,739,0.0,211.6352996826172,199.09951782226562
5,,,749,0.0,218.918212890625,271.4970703125
5,,,759,0.0,218.53514099121094,244.54986572265625
5,,,769,0.0,204.43194580078125,220.567626953125
5,,,779,0.0,227.5468292236328,228.85598754882812
5,,,789,0.0,194.17071533203125,160.84219360351562
,4.5e-06,4.5e-06,792,,,
6,,,799,0.0,242.15316772460938,231.353271484375
6,,,809,0.0,202.20396423339844,221.9053497314453
6,,,819,0.0,188.3426055908203,191.40834045410156
6,,,829,0.0,205.8612823486328,243.9583740234375
6,,,839,0.0,217.7074737548828,261.2532653808594
6,,,849,0.0,202.75523376464844,234.53997802734375
6,,,859,0.0,221.43670654296875,214.25326538085938
6,,,869,0.0,204.170166015625,244.15338134765625
6,,,879,0.0,213.9622802734375,185.12765502929688
6,,,889,0.0,228.56472778320312,241.47207641601562
6,,,899,0.0,207.5336151123047,227.0299072265625
6,,,909,0.0,201.65097045898438,234.4713134765625
6,,,919,0.0,183.5409393310547,265.50579833984375
,4.5e-06,4.5e-06,924,,,
7,,,929,0.0,197.91293334960938,226.57948303222656
7,,,939,0.0,229.87486267089844,260.43768310546875
7,,,949,0.0,216.1282501220703,210.2456817626953
7,,,959,0.0,202.19639587402344,259.9469909667969
7,,,969,0.0,203.12985229492188,252.7806854248047
7,,,979,0.0,229.4226837158203,224.16372680664062
7,,,989,0.0,207.6610107421875,261.9764404296875
7,,,999,0.0,204.66732788085938,258.84991455078125
7,,,1009,0.0,197.79417419433594,218.6195526123047
7,,,1019,0.0,207.81858825683594,241.18028259277344
7,,,1029,0.0,226.20091247558594,253.89556884765625
7,,,1039,0.0,210.03208923339844,230.43292236328125
7,,,1049,0.0,186.23892211914062,283.83807373046875
,4.5e-06,4.5e-06,1056,,,
8,,,1059,0.0,223.7277069091797,240.0635986328125
8,,,1069,0.0,221.7180633544922,245.9453582763672
8,,,1079,0.0,206.62538146972656,256.1145324707031
8,,,1089,0.0,185.95372009277344,191.8253936767578
8,,,1099,0.0,216.36073303222656,199.00685119628906
8,,,1109,0.0,224.63861083984375,218.3061981201172
8,,,1119,0.0,183.0620880126953,256.5427551269531
8,,,1129,0.0,187.08497619628906,238.2559051513672
8,,,1139,0.0,165.89486694335938,225.59657287597656
8,,,1149,0.0,239.12213134765625,243.282470703125
8,,,1159,0.0,195.87667846679688,216.83767700195312
8,,,1169,0.0,186.8577423095703,259.00927734375
8,,,1179,0.0,196.9150390625,200.7912139892578
,4.5e-06,4.5e-06,1188,,,
9,,,1189,0.0,160.97064208984375,238.31268310546875
9,,,1199,0.0,211.039306640625,231.52149963378906
9,,,1209,0.0,227.88552856445312,230.5502166748047
9,,,1219,0.0,181.36541748046875,161.68246459960938
9,,,1229,0.0,209.2404327392578,221.40847778320312
9,,,1239,0.0,225.8385467529297,238.68821716308594
9,,,1249,0.0,209.5113983154297,233.87371826171875
9,,,1259,0.0,158.4481964111328,214.01141357421875
9,,,1269,0.0,231.35601806640625,217.09292602539062
9,,,1279,0.0,231.58587646484375,235.9166717529297
9,,,1289,0.0,205.8361358642578,231.6719207763672
9,,,1299,0.0,162.39715576171875,247.40713500976562
9,,,1309,0.0,215.19607543945312,195.220947265625
9,,,1319,0.0,217.15733337402344,224.26914978027344
